# Mol_Title	ID	SMILES
ZINC00003015	DUD_ace_D_1	CC(NC(=O)c1ccccc1SC(=O)NC(C)(C)C)C(N)=O
ZINC03858065	DUD_ace_D_1371	COc1ccc(C=C2SC(=O)N(CC(=O)NCCO)C2=O)cc1
ZINC03858066	DUD_ace_D_1372	COc1ccc(C=C2SC(=O)N(CC(=O)NCCO)C2=O)cc1
ZINC03858263	DUD_ace_D_1373	CCCCOC(=O)n1c2ccccc2nc1SCC(N)=O
ZINC03858263	DUD_ace_D_1374	CCCCOC(=O)n1c2ccccc2[nH+]c1SCC(N)=O
ZINC03858328	DUD_ace_D_1375	C#CCN1C(=O)SC(=Cc2ccc(OCC(N)=O)c(OC)c2)C1=O
ZINC03858329	DUD_ace_D_1376	C#CCN1C(=O)SC(=Cc2ccc(OCC(N)=O)c(OC)c2)C1=O
ZINC03858500	DUD_ace_D_1377	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCCn1ccnc1
ZINC03858500	DUD_ace_D_1378	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03858577	DUD_ace_D_1379	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCCn1ccnc1
ZINC03858577	DUD_ace_D_1380	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03858742	DUD_ace_D_1381	CCN1C(=O)SC(=Cc2ccc(OCC(N)=O)c(OC)c2)C1=O
ZINC03858878	DUD_ace_D_1382	O=C([O-])c1ccc(C=C2SC(=O)N(CC(=O)N3CCOCC3)C2=O)cc1
ZINC03859107	DUD_ace_D_1383	O=C(CCCN1C(=O)SC(=Cc2ccccc2)C1=O)NCCO
ZINC03859108	DUD_ace_D_1384	O=C(CCCN1C(=O)SC(=Cc2ccccc2)C1=O)NCCO
ZINC03859594	DUD_ace_D_1385	CC1=CC(C)C(C(=O)[O-])C(C(=O)NCc2cccnc2)C1
ZINC03859974	DUD_ace_D_1386	O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)NCCO
ZINC03859975	DUD_ace_D_1387	O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)NCCO
ZINC03861835	DUD_ace_D_1388	COc1ccc(CC(CC(=O)[O-])C(=O)NCc2ccccc2)cc1
ZINC03861836	DUD_ace_D_1389	COc1ccc(CC(CC(=O)[O-])C(=O)NCc2ccccc2)cc1
ZINC03861854	DUD_ace_D_1390	CC(C)CCOc1ccc(C(CC(N)=O)C(=O)[O-])cc1
ZINC03861855	DUD_ace_D_1391	CC(C)CCOc1ccc(C(CC(N)=O)C(=O)[O-])cc1
ZINC03861904	DUD_ace_D_1392	O=C([O-])CC(Cc1ccc(Cl)cc1)C(=O)NC1CCCCC1
ZINC03861938	DUD_ace_D_1393	CC(C)CCOc1ccc(C(CC(N)=O)CC(=O)[O-])cc1
ZINC03861939	DUD_ace_D_1394	CC(C)CCOc1ccc(C(CC(N)=O)CC(=O)[O-])cc1
ZINC03861977	DUD_ace_D_1395	CC1=C(C)CC(C(=O)NCc2ccccn2)C(C(=O)[O-])C1
ZINC03862021	DUD_ace_D_1396	CC(C)(C)NC(=O)CSc1nnnn1-c1ccc(C(=O)[O-])cc1
ZINC03862028	DUD_ace_D_1397	O=C([O-])C1CC=C(Cl)CC1C(=O)NCC1OCCc2ccccc21
ZINC03862042	DUD_ace_D_1398	COc1cc(C(=O)[O-])c(CNC(=O)CCl)c(OC)c1OC
ZINC03862107	DUD_ace_D_1399	O=C([O-])CC(NC(=O)Cc1cccc2ccccc21)C(=O)[O-]
ZINC03862124	DUD_ace_D_1400	O=C([O-])CC1(CC(=O)NCc2cccc(Cl)c2)CCCCC1
ZINC03862125	DUD_ace_D_1401	O=C([O-])CC1(CC(=O)NCc2ccc(Cl)cc2)CCCCC1
ZINC03862126	DUD_ace_D_1402	Cc1onc(-c2ccccc2)c1CNC(=O)CCC(=O)[O-]
ZINC03862127	DUD_ace_D_1403	O=C([O-])CC1(CC(=O)NCc2ccc(F)cc2)CCCCC1
ZINC03862128	DUD_ace_D_1404	COc1ccc(CNC(=O)CC2(CC(=O)[O-])CCCCC2)cc1
ZINC03862144	DUD_ace_D_1405	O=C([O-])C1CCCCC1C(=O)NCCc1ccncc1
ZINC03862145	DUD_ace_D_1406	O=C([O-])C1CCCCC1C(=O)NCCc1ccncc1
ZINC03862146	DUD_ace_D_1407	O=C([O-])C1CCCCC1C(=O)NCCc1ccncc1
ZINC03862147	DUD_ace_D_1408	O=C([O-])C1CCCCC1C(=O)NCCc1ccncc1
ZINC03862162	DUD_ace_D_1409	CCn1c2ccccc2c(CC(=O)NCC2CCCO2)c1C(=O)[O-]
ZINC03862163	DUD_ace_D_1410	CCn1c2ccccc2c(CC(=O)NCC2CCCO2)c1C(=O)[O-]
ZINC03862164	DUD_ace_D_1411	O=C([O-])CCNC(=O)Cn1cnc2sc3c(c2c1=O)CCCC3
ZINC03862187	DUD_ace_D_1412	O=C([O-])CSCC(=O)N1CCC(n2cccc2)CC1
ZINC03862218	DUD_ace_D_1413	O=C([O-])CC1(CC(=O)NCc2ccc3c(c2)OCO3)CCCCC1
ZINC03862220	DUD_ace_D_1414	O=C([O-])CC1(CC(=O)NCc2ccncc2)CCCCC1
ZINC03862221	DUD_ace_D_1415	O=C([O-])CC1(CC(=O)NCc2ccccc2F)CCCCC1
ZINC03862222	DUD_ace_D_1416	O=C([O-])CC1(CC(=O)NCC2COc3ccccc3O2)CCCCC1
ZINC03862223	DUD_ace_D_1417	O=C([O-])CC1(CC(=O)NCC2COc3ccccc3O2)CCCCC1
ZINC03862224	DUD_ace_D_1418	O=C([O-])CC1(CC(=O)NCc2ccccn2)CCCCC1
ZINC03862225	DUD_ace_D_1419	O=C([O-])CC1(CC(=O)NCc2cccnc2)CCCCC1
ZINC03862226	DUD_ace_D_1420	O=C([O-])c1ccc(NCC(=O)NCc2ccc3c(c2)OCO3)cc1
ZINC03862227	DUD_ace_D_1421	O=C([O-])CC1(CC(=O)NCC(O)c2ccccc2)CCCC1
ZINC03862228	DUD_ace_D_1422	O=C([O-])CC1(CC(=O)NCC(O)c2ccccc2)CCCC1
ZINC03862244	DUD_ace_D_1423	O=C([O-])CC(C(=O)NCc1ccccc1)C1=CCCCC1
ZINC03862245	DUD_ace_D_1424	O=C([O-])CC(C(=O)NCc1ccccc1)C1=CCCCC1
ZINC03862286	DUD_ace_D_1425	CC(C)(CC(=O)[O-])CC(=O)N1CCN(c2[nH+]cccc2C#N)CC1
ZINC03862287	DUD_ace_D_1426	N#Cc1ccc[nH+]c1N1CCN(C(=O)CSCC(=O)[O-])CC1
ZINC03862288	DUD_ace_D_1427	O=C([O-])CSCC(=O)N1CCN(c2ccc(F)cc2)CC1
ZINC03862290	DUD_ace_D_1428	O=C([O-])CCCC(=O)N1CCN(c2ccc(F)cc2)CC1
ZINC03862307	DUD_ace_D_1429	O=C([O-])CSCC(=O)N1CCN(c2ncccn2)CC1
ZINC03862322	DUD_ace_D_1430	O=C([O-])C1C2CCC(O2)C1C(=O)NCc1ccc(F)cc1
ZINC03862399	DUD_ace_D_1431	CCOc1ccc2[nH]c(C(=O)[O-])c(CCNC(C)=O)c2c1
ZINC03862404	DUD_ace_D_1432	CC(=O)N(Cc1c(C(=O)[O-])oc2cccc(O)c21)C(C)C
ZINC03862421	DUD_ace_D_1433	COc1ccccc1N1CCN(C(=O)CCCC(=O)[O-])CC1
ZINC03862438	DUD_ace_D_1434	O=C([O-])c1[nH]c2ccccc2c1CC(=O)NCC1CCCO1
ZINC03862439	DUD_ace_D_1435	O=C([O-])c1[nH]c2ccccc2c1CC(=O)NCC1CCCO1
ZINC03862460	DUD_ace_D_1436	O=C([O-])CCCC(=O)N1CCN(c2cccc(Cl)c2)CC1
ZINC03862524	DUD_ace_D_1437	O=C([O-])C1C2C=CC(O2)C1C(=O)N1CCC(Cc2ccccc2)CC1
ZINC03862542	DUD_ace_D_1438	O=C([O-])c1ccc(CNC(=O)C2CC=CCC2C(=O)[O-])cc1
ZINC03862543	DUD_ace_D_1439	O=C([O-])c1ccc(CNC(=O)C2CC=CCC2C(=O)[O-])cc1
ZINC03862544	DUD_ace_D_1440	O=C([O-])c1ccc(CNC(=O)C2CC=CCC2C(=O)[O-])cc1
ZINC03862545	DUD_ace_D_1441	O=C([O-])c1ccc(CNC(=O)C2CC=CCC2C(=O)[O-])cc1
ZINC03862546	DUD_ace_D_1442	COc1ccc(CNC(=O)C2C3CCC(O3)C2C(=O)[O-])cc1
ZINC03862549	DUD_ace_D_1443	O=C([O-])c1cccnc1SCC(=O)NCCc1ccccc1
ZINC03862567	DUD_ace_D_1444	CCC(Sc1ncccc1C(=O)[O-])C(=O)NCc1ccco1
ZINC03862568	DUD_ace_D_1445	CCC(Sc1ncccc1C(=O)[O-])C(=O)NCc1ccco1
ZINC03862569	DUD_ace_D_1446	CCC(C)NC(=O)CSc1ncccc1C(=O)[O-]
ZINC03862570	DUD_ace_D_1447	CCC(C)NC(=O)CSc1ncccc1C(=O)[O-]
ZINC03862571	DUD_ace_D_1448	O=C([O-])c1cccnc1SCC(=O)NC1CCCCC1
ZINC03862572	DUD_ace_D_1449	CCCN(CCC)C(=O)CSc1ncccc1C(=O)[O-]
ZINC03862573	DUD_ace_D_1450	CC1CC(C)CN(C(=O)CSc2ncccc2C(=O)[O-])C1
ZINC03862574	DUD_ace_D_1451	CC1CC(C)CN(C(=O)CSc2ncccc2C(=O)[O-])C1
ZINC03862575	DUD_ace_D_1452	O=C([O-])c1cccnc1SCC(=O)NCCC1=CCCCC1
ZINC03862576	DUD_ace_D_1453	CCC1CCCCN1C(=O)CSc1ncccc1C(=O)[O-]
ZINC03862577	DUD_ace_D_1454	CCC1CCCCN1C(=O)CSc1ncccc1C(=O)[O-]
ZINC03862580	DUD_ace_D_1455	CCN(Cc1ccccc1)C(=O)CSc1ncccc1C(=O)[O-]
ZINC03862609	DUD_ace_D_1456	COc1ccc(N2CCN(C(=O)COCC(=O)[O-])CC2)cc1
ZINC03862706	DUD_ace_D_1457	O=C([O-])c1ccc2c(c1)[nH]c(=S)n(CCCN1CCCC1=O)c2=O
ZINC03862722	DUD_ace_D_1458	CCN(CC)C(=O)CSc1ccc(C(=O)[O-])cc1[N+](=O)[O-]
ZINC03862758	DUD_ace_D_1459	CC(C)C(NC(=O)COc1ccc([N+](=O)[O-])cc1)C(=O)[O-]
ZINC03862759	DUD_ace_D_1460	CC(C)C(NC(=O)COc1ccc([N+](=O)[O-])cc1)C(=O)[O-]
ZINC03862774	DUD_ace_D_1461	CC(=O)NCCc1ccc(S(=O)(=O)N2CCCC2C(=O)[O-])cc1
ZINC03862775	DUD_ace_D_1462	CC(=O)NCCc1ccc(S(=O)(=O)N2CCCC2C(=O)[O-])cc1
ZINC03862777	DUD_ace_D_1463	O=C([O-])C1CCCCC1C(=O)NCCc1ccc(F)cc1
ZINC03862778	DUD_ace_D_1464	O=C([O-])C1CCCCC1C(=O)NCCc1ccc(F)cc1
ZINC03862779	DUD_ace_D_1465	O=C([O-])C1CCCCC1C(=O)NCCc1ccc(F)cc1
ZINC03862780	DUD_ace_D_1466	O=C([O-])C1CCCCC1C(=O)NCCc1ccc(F)cc1
ZINC03862822	DUD_ace_D_1467	COc1ccc(CCNC(=O)C2C3C=CC(C3)C2C(=O)[O-])cc1
ZINC03862860	DUD_ace_D_1468	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCc1ccccc1
ZINC03862907	DUD_ace_D_1469	O=C([O-])COCC(=O)N1CCN(c2ccc(F)cc2)CC1
ZINC03862908	DUD_ace_D_1470	O=C([O-])c1ccc2oc(SCC(=O)N3CCCCC3)nc2c1
ZINC03862923	DUD_ace_D_1471	O=C([O-])C1C2C=CC(C2)C1C(=O)NCc1ccc2c(c1)OCO2
ZINC03862946	DUD_ace_D_1472	CC(C)N(Cc1nc(C(=O)[O-])cs1)C(=O)Nc1ccccc1F
ZINC03862947	DUD_ace_D_1473	Cc1cccc(C)c1NC(=O)N(Cc1nc(C(=O)[O-])cs1)C(C)C
ZINC03862948	DUD_ace_D_1474	COc1ccc(NC(=O)N(Cc2nc(C(=O)[O-])cs2)C(C)C)cc1
ZINC03862949	DUD_ace_D_1475	CCc1ccccc1NC(=O)N(Cc1nc(C(=O)[O-])cs1)C(C)C
ZINC03863055	DUD_ace_D_1476	O=C([O-])c1ccc(CNC(=O)C2CCCCC2C(=O)[O-])cc1
ZINC03863056	DUD_ace_D_1477	O=C([O-])c1ccc(CNC(=O)C2CCCCC2C(=O)[O-])cc1
ZINC03863057	DUD_ace_D_1478	O=C([O-])c1ccc(CNC(=O)C2CCCCC2C(=O)[O-])cc1
ZINC03863087	DUD_ace_D_1479	O=C([O-])c1ccc(CNC(=O)COc2ccccc2Cl)cc1
ZINC03863105	DUD_ace_D_1480	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCc1cccc(Cl)c1
ZINC03863133	DUD_ace_D_1481	CCN(CC)C(=O)Cc1cc(C(=O)[O-])c2ccccc2n1
ZINC03863188	DUD_ace_D_1482	CN(CCNC(=O)C1CCCCC1C(=O)[O-])c1ccccc1
ZINC03863243	DUD_ace_D_1483	O=C([O-])c1cccnc1SCC(=O)NCc1ccccc1
ZINC03863246	DUD_ace_D_1484	O=C([O-])c1cccnc1SCC(=O)NC1CCCC1
ZINC03863292	DUD_ace_D_1485	O=C([O-])c1[nH]c2ccc(Cl)cc2c1CC(=O)NCC1CCCO1
ZINC03863293	DUD_ace_D_1486	O=C([O-])c1[nH]c2ccc(Cl)cc2c1CC(=O)NCc1ccco1
ZINC03863294	DUD_ace_D_1487	O=C([O-])c1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCOCC1
ZINC03863295	DUD_ace_D_1488	Cc1ccc(CNC(=O)Cc2c3cc(Cl)ccc3[nH]c2C(=O)[O-])o1
ZINC03863300	DUD_ace_D_1489	COc1ccc(C2SCCN2C(=O)CCC(=O)[O-])cc1[N+](=O)[O-]
ZINC03863301	DUD_ace_D_1490	COc1ccc(C2SCCN2C(=O)CCC(=O)[O-])cc1[N+](=O)[O-]
ZINC03863338	DUD_ace_D_1491	O=C([O-])C1C2CCC(O2)C1C(=O)NCCc1ccccc1
ZINC03863339	DUD_ace_D_1492	O=C([O-])c1ccc(CNC(=O)C2C3CCC(C3)C2C(=O)[O-])cc1
ZINC03863341	DUD_ace_D_1493	O=C([O-])C1C2CCC(O2)C1C(=O)NCc1ccc(Cl)cc1
ZINC03863467	DUD_ace_D_1494	O=C([O-])C1CC=CCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863468	DUD_ace_D_1495	O=C([O-])C1CC=CCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863469	DUD_ace_D_1496	O=C([O-])C1CC=CCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863470	DUD_ace_D_1497	O=C([O-])C1CC=CCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863497	DUD_ace_D_1498	CC(=O)NCCc1c[nH]c2ccc(OCC(=O)[O-])cc12
ZINC03863506	DUD_ace_D_1499	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCc1cccc(Cl)c1
ZINC03863520	DUD_ace_D_1500	O=C([O-])C1CCCCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863523	DUD_ace_D_1501	O=C([O-])C1CCCCC1C(=O)NCCc1cccc(Cl)c1
ZINC03863540	DUD_ace_D_1502	COc1ccc(OCC(=O)NCc2ccc(Cl)cc2)c(C(=O)[O-])c1
ZINC03863559	DUD_ace_D_1503	C=CCC1N(Cc2ccccc2)C(=O)C2C(C(=O)[O-])C3C=CC12O3
ZINC03863560	DUD_ace_D_1504	C=CCC1N(Cc2ccccc2)C(=O)C2C(C(=O)[O-])C3C=CC12O3
ZINC03863612	DUD_ace_D_1505	COc1ccc2c(CC(=O)N3CCC(C(=O)[O-])CC3)cc(=O)oc2c1
ZINC03863614	DUD_ace_D_1506	Cc1coc2cc3oc(=O)c(CC(=O)NCC(=O)[O-])c(C)c3cc12
ZINC03863622	DUD_ace_D_1507	Cc1coc2cc3oc(=O)c(CCC(=O)NCC(=O)[O-])c(C)c3cc12
ZINC03863660	DUD_ace_D_1508	COc1cc(NC(=O)Nc2cccc(Cl)c2)c(C(=O)[O-])cc1OC
ZINC03863669	DUD_ace_D_1509	CCC(=O)NCCc1c2cc(Br)ccc2[nH]c1C(=O)[O-]
ZINC03863702	DUD_ace_D_1510	Cc1cc(=O)oc2cc(OCC(=O)N3CCCC3C(=O)[O-])ccc12
ZINC03863751	DUD_ace_D_1511	COc1ccc(C2(CNC(=O)CCC(=O)[O-])CCCC2)cc1
ZINC03863784	DUD_ace_D_1512	CC(=O)c1cccc(NC(=O)NC(CC(C)C)C(=O)[O-])c1
ZINC03863802	DUD_ace_D_1513	COc1ccc(C(C)N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1
ZINC03863803	DUD_ace_D_1514	COc1ccc(C(C)N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1
ZINC03863813	DUD_ace_D_1515	CC(=O)c1ccc(NC(=O)NC(Cc2ccccc2)C(=O)[O-])cc1
ZINC03863822	DUD_ace_D_1516	O=C([O-])C(Cc1ccccc1)NC(=O)NCC1CCCO1
ZINC03863823	DUD_ace_D_1517	O=C([O-])C(Cc1ccccc1)NC(=O)NCC1CCCO1
ZINC03863826	DUD_ace_D_1518	CC(=O)NC(CSc1cc(C)nc2ccccc21)C(=O)[O-]
ZINC03863827	DUD_ace_D_1519	CC(=O)NC(CSc1cc(C)nc2ccccc21)C(=O)[O-]
ZINC03863828	DUD_ace_D_1520	CCC(C)C(NC(=O)Nc1ccc(C(C)=O)cc1)C(=O)[O-]
ZINC03863830	DUD_ace_D_1521	COc1cc(NC(=O)Nc2ccc(Cl)cc2)c(C(=O)[O-])cc1OC
ZINC03863833	DUD_ace_D_1522	CC(=O)c1ccc(NC(=O)NC(C(=O)[O-])C(C)C)cc1
ZINC03863834	DUD_ace_D_1523	COc1ccc(NC(=O)NC(CC(C)C)C(=O)[O-])cc1Cl
ZINC03863837	DUD_ace_D_1524	CC(=O)c1cccc(NC(=O)NC(C(=O)[O-])C(C)C)c1
ZINC03863838	DUD_ace_D_1525	Cn1nnnc1SCC(=O)NCc1cccc(C(=O)[O-])c1
ZINC03863841	DUD_ace_D_1526	CC(=O)c1ccc(NC(=O)NC(CC(C)C)C(=O)[O-])cc1
ZINC03863844	DUD_ace_D_1527	CCC(C)C(NC(=O)Nc1cccc(C(C)=O)c1)C(=O)[O-]
ZINC03863964	DUD_ace_D_1528	NC(=O)C1CCN(C(=S)c2cn(CC(=O)[O-])c3ccccc23)CC1
ZINC03863974	DUD_ace_D_1529	COc1ccc(C(C)N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1
ZINC03863980	DUD_ace_D_1530	CCOc1ccc(NC(=O)Nc2ccc(CC(=O)[O-])cc2)cc1
ZINC03863981	DUD_ace_D_1531	COc1ccc(Cl)cc1NC(=O)NCc1ccc(C(=O)[O-])cc1
ZINC03863982	DUD_ace_D_1532	CCOc1ccc(NC(=O)Nc2cc(C(=O)[O-])ccc2C)cc1
ZINC03866920	DUD_ace_D_1533	CC(C)CCNC(=O)CSc1nc(=O)c2ccccc2[nH]1
ZINC03867047	DUD_ace_D_1534	O=C([O-])CC1(CC(=O)NCc2nc3ccccc3[nH]2)CCCC1
ZINC03867047	DUD_ace_D_1535	O=C([O-])CC1(CC(=O)NCc2[nH]c3ccccc3[nH+]2)CCCC1
ZINC03867073	DUD_ace_D_1536	Cn1ccnc1SCC(=O)N1Cc2ccccc2CC1C(=O)[O-]
ZINC03867073	DUD_ace_D_1537	Cn1cc[nH+]c1SCC(=O)N1Cc2ccccc2CC1C(=O)[O-]
ZINC03867074	DUD_ace_D_1538	Cn1ccnc1SCC(=O)N1Cc2ccccc2CC1C(=O)[O-]
ZINC03867074	DUD_ace_D_1539	Cn1cc[nH+]c1SCC(=O)N1Cc2ccccc2CC1C(=O)[O-]
ZINC03867159	DUD_ace_D_1540	CCN(Cc1ccccc1)C(=O)CSc1nc(=O)cc(N)[nH]1
ZINC03867565	DUD_ace_D_1541	CCOC(=O)C=c1sc(=Cc2ccc(F)cc2)c(=O)n1CC(N)=O
ZINC03867566	DUD_ace_D_1542	CCOC(=O)C=c1sc(=Cc2ccc(F)cc2)c(=O)n1CC(N)=O
ZINC03867568	DUD_ace_D_1543	CCOC(=O)C=c1sc(=Cc2ccc(F)cc2)c(=O)n1CC(N)=O
ZINC03867588	DUD_ace_D_1544	Cc1nn(Cc2ccccc2Cl)c(C)c1C=CC(=O)OCC(N)=O
ZINC03867589	DUD_ace_D_1545	Cc1nn(Cc2ccc(C)cc2)c(Cl)c1C=CC(=O)OCC(N)=O
ZINC03867652	DUD_ace_D_1546	COc1cccc(Cn2nc(C)c(C=CC(=O)OCC(N)=O)c2Cl)c1
ZINC03867656	DUD_ace_D_1547	CC(NC(=O)CCc1nc(=O)c2ccccc2[nH]1)C(=O)[O-]
ZINC03868976	DUD_ace_D_1548	CC(=O)NC(CSN=Nc1ccc(C)cc1)C(=O)[O-]
ZINC03868977	DUD_ace_D_1549	CC(=O)NC(CSN=Nc1ccc(C)cc1)C(=O)[O-]
ZINC03868999	DUD_ace_D_1550	CCOC(=O)c1nc[nH]c1N=NSCC(NC(C)=O)C(=O)[O-]
ZINC03871993	DUD_ace_D_1551	CC1CSC(C(C=O)NC(=O)Cc2cccs2)N=C1C(=O)[O-]
ZINC03874128	DUD_ace_D_1552	O=C([O-])CSc1nnc2n(CC(=O)N3CCCC3)c3ccccc3n12
ZINC03874132	DUD_ace_D_1553	Cc1ccc2c(c1)c1nnc(SCC(=O)NC3CC3)nc1n2CC(=O)[O-]
ZINC03880264	DUD_ace_D_1554	O=C([O-])CCCC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
ZINC03881755	DUD_ace_D_1555	CSCCC(NC(=O)N1CC2CC(C1)c1cccc(=O)n1C2)C(=O)[O-]
ZINC03881884	DUD_ace_D_1556	O=C([O-])C1C2C=CC3(CN(CCc4c[nH]c5ccccc45)C(=O)C13)O2
ZINC03882134	DUD_ace_D_1557	O=C([O-])CCCCCNC(=O)N1CC2CC(C1)c1cccc(=O)n1C2
ZINC03885971	DUD_ace_D_1558	O=C([O-])c1ccccc1SCC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC03887257	DUD_ace_D_1559	CSCCC(NC(=O)COc1ccccc1)C(=O)[O-]
ZINC03888354	DUD_ace_D_1560	O=C([O-])C(Cc1c[nH]cn1)NC(=O)C12CC3CC(CC(C3)C1)C2
ZINC03888354	DUD_ace_D_1561	O=C([O-])C(Cc1c[nH]c[nH+]1)NC(=O)C12CC3CC(CC(C3)C1)C2
ZINC03888354	DUD_ace_D_1562	O=C([O-])C(Cc1cnc[nH]1)NC(=O)C12CC3CC(CC(C3)C1)C2
ZINC03889224	DUD_ace_D_1563	Cc1nn(CC(=O)NCc2ccc(C(=O)[O-])cc2)c(C)c1[N+](=O)[O-]
ZINC03889225	DUD_ace_D_1564	O=C([O-])CCCC(=O)N1CCC(c2nc3ccccc3s2)CC1
ZINC03889226	DUD_ace_D_1565	O=C([O-])CCC(=O)N1CCN(c2nc3ccccc3s2)CC1
ZINC03889824	DUD_ace_D_1566	O=C(CN1C(=O)SC(=Cc2ccc(O)c(O)c2)C1=O)N1CCCC1
ZINC03890054	DUD_ace_D_1567	O=C([O-])C1C2C=CC(O2)C1C(=O)NCc1ccc(Cl)cc1
ZINC03890559	DUD_ace_D_1568	CON=C(C(=O)[O-])c1csc(NC(=O)C=Cc2ccoc2)c1
ZINC03890562	DUD_ace_D_1569	CON=C(C(=O)[O-])c1csc(NC(=O)C=Cc2ccoc2)c1
ZINC03890652	DUD_ace_D_1570	CCOc1ccccc1C=NN=C1NC(=O)C(CC(=O)[O-])S1
ZINC03890997	DUD_ace_D_1571	COc1cccc(C=NN=C2NC(=O)C(CC(=O)[O-])S2)c1OC
ZINC03891890	DUD_ace_D_1572	CN(C)c1ccc(C=NNC2NC(=O)C(CC(=O)[O-])S2)cc1
ZINC03892254	DUD_ace_D_1573	O=C([O-])C(CO)NC(=O)CNc1c2ccccc2[nH+]c2ccccc21
ZINC03892693	DUD_ace_D_1574	CC(NC(=O)CC1SC(=NN=Cc2ccco2)NC1=O)C(=O)[O-]
ZINC03892694	DUD_ace_D_1575	O=C([O-])CCNC(=O)CC1SC(=NN=Cc2ccccc2)NC1=O
ZINC03892737	DUD_ace_D_1576	C=C(C)NN=C1SC(CC(=O)[O-])C(=O)N1Cc1ccccc1
ZINC03892738	DUD_ace_D_1577	C=C(C)NN=C1SC(CC(=O)[O-])C(=O)N1Cc1ccccc1
ZINC03892740	DUD_ace_D_1578	C=C(C)NN=C1SC(CC(=O)[O-])C(=O)N1Cc1ccccc1
ZINC03892748	DUD_ace_D_1579	C=CCSCC(=O)Oc1ccc(C=NNC(N)=O)cc1OC
ZINC03894743	DUD_ace_D_1580	O=C(CNS(=O)(=O)c1cccs1)NCc1ccc2c(c1)OCO2
ZINC03896561	DUD_ace_D_1581	COc1cccc(CNC(=O)CCn2c(=O)[nH]c3ccsc3c2=O)c1
ZINC03896575	DUD_ace_D_1582	O=C(CCCCn1c(=O)[nH]c2ccsc2c1=O)NC1CC1
ZINC03901883	DUD_ace_D_1583	O=C([O-])CCC(=O)NCC1(c2ccccc2)CCOCC1
ZINC03906709	DUD_ace_D_1584	CCOC(=O)C1CCCN(C(=O)Cc2c3ccccc3[nH]c2C(=O)[O-])C1
ZINC03906750	DUD_ace_D_1585	CC(C)OCCCNC(=O)Cc1c2ccccc2[nH]c1C(=O)[O-]
ZINC03906752	DUD_ace_D_1586	Cc1ccc(CNC(=O)Cc2c3ccccc3[nH]c2C(=O)[O-])o1
ZINC03906753	DUD_ace_D_1587	CC(C)CCNC(=O)Cc1c2ccccc2[nH]c1C(=O)[O-]
ZINC03906754	DUD_ace_D_1588	O=C([O-])c1[nH]c2ccccc2c1CC(=O)NCc1ccc2c(c1)OCO2
ZINC03908353	DUD_ace_D_1589	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCCn1ccnc1
ZINC03908353	DUD_ace_D_1590	O=C([O-])C1C2C=CC(O2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03908362	DUD_ace_D_1591	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCCn1ccnc1
ZINC03908362	DUD_ace_D_1592	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03908371	DUD_ace_D_1593	O=C([O-])C1C2CCC(C2)C1C(=O)NCCCn1ccnc1
ZINC03908371	DUD_ace_D_1594	O=C([O-])C1C2CCC(C2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03912701	DUD_ace_D_1595	O=C([O-])C1CCCCC1C(=O)NNC(=O)Nc1ccccc1
ZINC03913740	DUD_ace_D_1596	O=C([O-])c1ccc(NCCCN2CCCC2=O)c([N+](=O)[O-])c1
ZINC03919304	DUD_ace_D_1597	CN(C)c1ccc(CSCC(NC(=O)CS)C(=O)[O-])cc1
ZINC03930386	DUD_ace_D_1598	CC(C)CC(NC(=O)N1CCCN1S(=O)(=O)c1ccccc1)C(=O)[O-]
ZINC03930417	DUD_ace_D_1599	CCCCC(NC(=O)N1CCCN1S(=O)(=O)c1ccc(F)cc1)C(=O)[O-]
ZINC03930426	DUD_ace_D_1600	CC(CC(=O)[O-])NC(=O)N1CCCN1S(=O)(=O)c1ccc(F)cc1
ZINC03930431	DUD_ace_D_1601	CC(C)CC(CC(=O)[O-])NC(=O)N1CCCN1S(=O)(=O)c1ccc(F)cc1
